,pred
2658,751605.0
2659,1456110.0
2660,314167.7857142857
2661,284817.52
2662,937175.146
2663,476498.25
2664,1208255.69
2665,576730.2119047618
2666,827940.0
2667,985295.0
2668,373545.8333333334
2669,287124.26028776786
2670,1097707.92
2671,266048.4431540682
2672,2203158.53
2673,975870.04
2674,830713.33
2675,251129.6355755356
2676,254588.52661616166
2677,1411675.66
2678,744156.5
2679,394169.0
2680,481938.87
2681,618131.53
2682,658035.0
2683,4075907.91
2684,3629920.142857143
2685,441633.5
2686,645313.4
2687,1112642.4
2688,642381.0
2689,809377.3710317462
2690,218802.52380952382
2691,484426.3352380952
2692,296531.06
2693,279689.28353485395
2694,470131.45
2695,1226230.88
2696,1023908.61
2697,1156988.0
2698,264705.3
2699,183479.86708333335
2700,1089583.84
2701,612411.6566666666
2702,484623.74
2703,152978.31349206352
2704,1308529.22
2705,982746.38
2706,1165595.68
2707,1177487.6053333334
2708,733054.8035714285
2709,244162.92
2710,354831.4865412364
2711,1303807.2
2712,539697.7380952381
2713,847672.4
2714,3196505.92
2715,698565.49
2716,2605913.53
2717,2620177.5
2718,543969.2663369944
2719,405234.2
2720,370290.0357142857
2721,791749.6
2722,521263.01000000007
2723,1069559.56
2724,399545.0
2725,1072840.0
2726,719733.03
2727,491620.6666666666
2728,780600.2041371192
2729,1324655.94
2730,822307.2852121212
2731,1205469.7061272063
2732,444504.7153898509
2733,916090.0
2734,1217692.92
2735,482703.10444385884
2736,1630010.21
2737,407246.99
2738,321797.7228571429
2739,483540.0
2740,142553.89745614037
2741,205346.86
2742,261627.4025
2743,601731.74
2744,781187.1
2745,730392.72
2746,231902.79365079367
2747,1552461.3
2748,661679.97
2749,385581.02333333326
2750,653791.42
2751,318078.2
2752,445510.68
2753,877347.74
2754,755823.83
2755,572412.6933333332
2756,445239.34
2757,590749.07
2758,387809.91
2759,437190.49507692305
2760,1159260.0
2761,1949002.0
2762,959170.44
2763,873539.95
2764,320465.0
2765,1471879.48
2766,985120.0
2767,993672.5033333333
2768,726596.2483333334
2769,333374.90427777776
2770,1087808.87
2771,740874.72
2772,760581.422236291
2773,506270.0
2774,2788592.65
2775,1197636.19
2776,670398.88
2777,959880.7
2778,555385.0
2779,317014.20333333337
2780,152068.75330225326
2781,358328.2736652236
2782,940399.82
2783,526019.32
2784,1148290.75
2785,427720.0
2786,973670.0
2787,292802.88
2788,351841.2016594516
2789,570172.4
2790,829703.52
2791,612514.4047619047
2792,1566620.0
2793,354423.5
2794,4507621.94
2795,377760.52
2796,2621780.4
2797,284169.56
2798,651928.51
2799,890371.79
2800,2626719.59
2801,1089379.61
2802,971042.6
2803,3632950.0
2804,680443.2
2805,148796.19684482182
2806,824295.4424397824
2807,233246.87058244058
2808,756183.8
2809,331621.0
2810,544807.5
2811,530215.53
2812,1690068.23
2813,387290.56
2814,615412.1760461762
2815,505826.4283333333
2816,1149685.56
2817,1065879.77
2818,234817.3293650794
2819,533234.6066666667
2820,884060.0
2821,804029.92
2822,1682820.0
2823,596738.0576984128
2824,938784.64
2825,426687.27
2826,225672.92666666664
2827,1992464.18
2828,785533.78
2829,843085.0
2830,1672207.3861481226
2831,230553.33333333337
2832,317544.2
2833,758276.52
2834,1794012.87
2835,513242.71333333326
2836,473954.92
2837,556829.81
2838,852436.578
2839,772325.0
2840,515817.2
2841,4119150.32
2842,251129.6355755356
2843,1417123.0
2844,534071.0
2845,1528555.38
2846,455461.19047619053
2847,554506.0
2848,326192.79066666664
2849,389005.1906666666
2850,2355370.82
2851,3434888.71
2852,429011.0
2853,1319611.75
2854,3491799.7
2855,629463.4888722388
2856,4034063.99
2857,2272014.22
2858,812105.0
2859,802748.87
2860,1111113.83
2861,724590.58
2862,892489.88
2863,685265.0
2864,1315794.12
2865,372099.1000000001
2866,270191.61111111107
2867,163425.41666666663
2868,611150.8515021645
2869,573738.5
2870,240760.6
2871,423614.28
2872,1124652.65
2873,136207.5
2874,2550955.74
2875,885345.0978109223
2876,613214.37
2877,309067.433080808
2878,132826.2
2879,634533.1620879121
2880,2382071.16
2881,679708.2478924963
2882,820127.0
2883,571830.72
2884,585328.51
2885,532945.0
2886,1236385.570799213
2887,723063.2
2888,606954.4
2889,575721.8633333333
2890,379721.35114285705
2891,825141.9566666667
2892,464434.26
2893,400364.8
2894,743487.0
2895,1541273.85
2896,1031101.08
2897,2265652.2
2898,757354.82
2899,928699.2
2900,605890.83
2901,1116275.5294011545
2902,562344.558
2903,248075.19748322346
2904,1119473.95
2905,700490.0
2906,2699300.0
2907,218802.52380952382
2908,3418440.0
2909,570039.1
2910,132826.2
2911,1207692.24
2912,645750.0
2913,956227.5
2914,840608.3333333335
2915,628409.66
2916,548985.65
2917,1016525.0
2918,482902.45882621274
2919,701806.97
2920,594159.1466666666
2921,1231675.0
2922,789169.337895438
2923,943064.0
2924,579859.61
2925,441246.89069230773
2926,699758.22
2927,220453.24603174604
2928,650866.6666666666
2929,657252.6100000001
2930,1231619.4637792762
2931,455953.05
2932,872143.52
2933,377966.8333333334
2934,642550.0
2935,340194.5
2936,1101033.65
2937,743521.3417138417
2938,2307972.8
2939,1891588.845959596
2940,344680.0
2941,793040.75
2942,440078.4
2943,509927.35
2944,889341.58
2945,531493.2738095238
2946,738140.47
2947,436375.66
2948,1484930.0
2949,645686.43
2950,797703.3654761906
2951,1252804.343000721
2952,1345363.03
2953,755978.8850630765
2954,293537.5
2955,1586790.26
2956,368499.73
2957,482635.21
2958,1227675.0
2959,2451533.39
2960,642169.5741400853
2961,2203158.53
2962,1951525.37
2963,504620.64
2964,1617298.0
2965,583705.0
2966,685820.26
2967,1157752.45
2968,524696.310952381
2969,872977.24
2970,827359.28
2971,366751.34333333327
2972,807700.0
2973,419711.5238095238
2974,670232.76
2975,786947.0
2976,545790.0
2977,1191630.15
2978,269015.86309523805
2979,930609.7625
2980,314410.0
2981,287373.50903730193
2982,600013.3333333334
2983,1350097.34
2984,1816020.0
2985,584960.7416575406
2986,1285741.11
2987,172557.85649999994
2988,404222.99
2989,357228.66
2990,620142.1
2991,1237243.54
2992,202859.99
2993,136073.07142857142
2994,713035.0
2995,522478.75
2996,971424.54
2997,629430.0
2998,599580.0
2999,520899.38
3000,1151573.0
3001,1214730.0
3002,437592.4803571427
3003,846030.0
3004,1363882.0
3005,1168086.186229706
3006,848190.0
3007,977966.19
3008,479305.21
3009,139967.5
3010,603404.1342857142
3011,426760.60857142846
3012,1296474.99
3013,796852.0476190476
3014,366812.43523809523
3015,520090.07
3016,1375030.0
3017,323966.48
3018,375088.69
3019,976892.96
3020,277761.3521349206
3021,662032.75
3022,2967430.0
3023,3274500.34
3024,1119724.9
3025,465284.91
3026,822801.0876562824
3027,759975.0
3028,630343.42
3029,439659.83
3030,881720.0
3031,589551.33
3032,463662.08
3033,383756.24
3034,1535606.46
3035,1256048.07
3036,395365.0
3037,739835.9366666668
3038,1310405.0
3039,455953.58
3040,468845.7
3041,1048679.0
3042,441168.99
3043,466827.66
3044,243763.89148514887
3045,1134209.59
3046,1209360.0
3047,543969.2663369944
3048,385784.66666666674
3049,484650.78333333327
3050,523311.2142857143
3051,521319.72
3052,1086833.511904762
3053,909957.3452380948
3054,946173.16
3055,502087.3666666667
3056,485706.04
3057,578282.9383116883
3058,160735.5337301588
3059,830425.6666666665
3060,889596.87
3061,517292.8571428571
3062,486084.4
3063,324901.54200839193
3064,723737.35
3065,584907.29
3066,1638086.69
3067,1726094.97
3068,488394.24
3069,3770121.2
3070,363112.18
3071,421119.7
3072,2402323.64
3073,2018287.58
3074,419918.96666666673
3075,298998.48333333334
3076,466650.2
3077,584045.6
3078,946322.249478355
3079,1057207.2
3080,374508.5
3081,1309334.29
3082,212845.23507539683
3083,2021775.49
3084,322137.0
3085,1340115.0
3086,489867.0
3087,343782.14285714284
3088,635481.1
3089,598564.1933333332
3090,447194.0
3091,871643.0
3092,1026899.08
3093,841850.69
3094,961663.96
3095,422892.9333333333
3096,163187.4126984127
3097,1615200.0
3098,315467.37
3099,140781.95039682538
3100,778105.3
3101,1059489.51
3102,549450.58
3103,206222.50000000003
3104,388230.96
3105,780808.4029581529
3106,997400.0
3107,241080.0
3108,482621.3
3109,561615.5833333334
3110,425854.4285714286
3111,815383.8483333333
3112,1032159.97
3113,389529.66
3114,313406.7815678166
3115,703475.0
3116,446207.73
3117,609583.2971260338
3118,1522194.9980158731
3119,538375.0
3120,789362.08
3121,695165.56
3122,492820.0
3123,683520.0
3124,398908.6
3125,1081120.8433293654
3126,666645.5433333333
3127,711936.83
3128,509504.07
3129,864199.6666666665
3130,805372.6
3131,331769.93
3132,1924599.72
3133,253983.0
3134,1628937.87
3135,243351.37515943366
3136,638084.0929283135
3137,2699108.41
3138,685977.75
3139,748561.0
3140,268986.0
3141,256775.35714285716
3142,512812.8405170773
3143,2082455.8333333335
3144,1210380.0
3145,311893.14
3146,232166.61258186254
3147,573478.11
3148,1526783.1879285714
3149,471790.51
3150,685280.0
3151,479788.8333333334
3152,383220.3841991342
3153,348965.95
3154,382856.06
3155,232726.84
3156,1070057.42
3157,2129305.0
3158,753888.32
3159,919600.0
3160,344659.13
3161,309778.9447518392
3162,520209.87
3163,559750.0
3164,875199.0
3165,248057.73524253533
3166,248075.19748322346
3167,593549.19
3168,2159687.86
3169,2463297.86
3170,1245254.5833333333
3171,1598611.3
3172,2832446.6
3173,1628399.63
3174,340813.8232698674
3175,446872.0
3176,398473.86
3177,1684500.0
3178,1477325.7879949498
3179,2135170.9840020905
3180,758850.0
3181,2159505.08
3182,362259.5
3183,1317126.29
3184,417201.0
3185,733054.8035714285
3186,156676.31785714283
3187,1025188.4700485925
3188,874488.4032917982
3189,1409303.4014285717
3190,435142.9
3191,1176284.0
3192,805165.0
3193,1432740.0
3194,595754.46
3195,132653.9307359308
3196,245860.25
3197,1346326.385
3198,1203267.48
3199,413545.255
3200,792826.91
3201,659943.9
3202,560166.61
3203,3304750.0
3204,593402.39
3205,897480.0
3206,787034.39
3207,742181.9593253969
3208,822801.0876562824
3209,704119.8245781997
3210,1176762.22
3211,1444930.3437534685
3212,1254550.0
3213,1936049.32
3214,361284.8
3215,657980.0
3216,413797.44
3217,2233971.8585956823
3218,233246.87058244058
3219,461980.6
3220,245977.5174523809
3221,731084.7619047621
3222,583507.1739926741
3223,1462958.43
3224,573965.314
3225,1383341.7159444445
3226,668970.0
3227,453158.9436605062
3228,153795.56
3229,493208.05
3230,1238150.0
3231,1906067.87
3232,543221.96
3233,119978.6
3234,2964291.68
3235,236855.8
3236,810058.5
3237,814390.0
3238,929144.88
3239,1014839.595
3240,309778.9447518392
3241,566653.57
3242,669462.0330854647
3243,857571.2401189286
3244,341191.67238095246
3245,430985.0
3246,1598344.64
3247,289477.32936507935
3248,2130469.98
3249,1313540.5
3250,278145.2102380952
3251,587903.7538536243
3252,727170.0
3253,234817.3293650794
3254,421290.0
3255,654271.49
3256,602991.0
3257,1117795.83
3258,489623.78
3259,345139.98
3260,352603.48618400865
3261,2108725.0
3262,512131.7
3263,589207.69
3264,389791.3
3265,1032352.4600260849
3266,419666.0
3267,770807.7051428572
3268,1093384.8683333334
3269,723701.79
3270,1561010.0
3271,418528.80666666664
3272,1253330.0
3273,499568.06
3274,725388.3333333333
3275,219667.40423308205
3276,583374.69
3277,1019872.45
3278,2475043.8
3279,1761185.0
3280,164508.87
3281,595460.0
3282,580456.2319624821
3283,482902.45882621274
3284,494366.72
3285,397760.0
3286,439461.33333333326
3287,582222.23
3288,629362.12
3289,411036.03
3290,422505.0
3291,985026.6666666665
3292,212275.68903318903
3293,470449.84333333327
3294,1100432.2768181816
3295,809970.0
3296,551645.0
3297,330885.70666666667
3298,767418.88
3299,1501744.240828283
3300,1078819.6
3301,118723.34
3302,592241.22
3303,1376568.41
3304,609583.2971260338
3305,387194.3333333334
3306,467560.0
3307,439786.88
3308,457757.56
3309,1336357.9366666665
3310,1178651.0834892667
3311,524472.7633910534
3312,661558.1066666667
3313,1258624.9533333334
3314,892675.0
3315,963210.0
3316,401076.74
3317,448203.94
3318,430090.2
3319,439234.84
3320,1680769.79
3321,401283.492063492
3322,1047047.34
3323,122048.86
3324,574014.1666666666
3325,1314277.31
3326,1235098.41
3327,448439.99
3328,599940.52
3329,1144247.6785714284
3330,2675156.83
3331,679541.72
3332,2835587.53
3333,2110227.0
3334,390586.66
3335,798258.0
3336,228529.30930204998
3337,2628191.08
3338,753336.88
3339,189557.5419047619
3340,735680.0
3341,206759.69047619042
3342,1502477.636666667
3343,508718.44
3344,431605.33333333343
3345,716996.45
3346,484390.08
3347,995479.26
3348,154030.0159475028
3349,3516554.15
3350,474134.02
3351,1567586.98
3352,677430.0
3353,414133.2
3354,213004.0949374339
3355,300110.651992674
3356,269115.0
3357,1157009.94
3358,1124030.0
3359,1141291.25
3360,650740.0
3361,611121.2
3362,752163.69
3363,825409.67
3364,1157820.726190476
3365,753718.16
3366,535610.0
3367,541383.43
3368,338595.26
3369,644666.562118437
3370,995957.0
3371,1375426.786217212
3372,1901887.88
3373,531788.94
3374,182243.09352428853
3375,876335.98
3376,398030.4315822511
3377,797613.76
3378,671249.26
3379,887887.76
3380,531562.57
3381,243117.51984126982
3382,1423585.18
3383,510781.6666666666
3384,1184990.56
3385,800420.0
3386,1091010.0
3387,561986.0
3388,1133862.5
3389,402289.1868686868
3390,121489.21
3391,877978.8033333335
3392,732802.4833333333
3393,1165370.1
3394,420433.66799999995
3395,175194.08333333328
3396,569267.0
3397,949621.0270994962
3398,529312.6333333333
3399,288066.55833333335
3400,1061088.79
3401,856320.0
3402,578640.0
3403,487128.36385245295
3404,554441.4123376622
3405,1149485.5
3406,452596.33333333326
3407,165163.73150793652
3408,232235.62698412698
3409,481296.16666666674
3410,905590.17
3411,1076178.26
3412,1877106.4617457273
3413,179975.19841269846
3414,1834933.2
3415,1220724.78
3416,178256.74782038797
3417,457165.6066666667
3418,900259.45
3419,328684.86
3420,1361592.59
3421,926520.22
3422,728765.0
3423,603105.0
3424,368538.5175
3425,193028.36739649242
3426,424568.85
3427,416085.76
3428,695310.6066666667
3429,677442.75
3430,844351.15
3431,1806346.18
3432,659514.0000000001
3433,551276.1333333333
3434,2753636.62
3435,745660.0
3436,409906.3690476191
3437,1282955.0
3438,159339.06
3439,390822.28
3440,567891.54
3441,483115.2380952381
3442,463819.18
3443,4115318.95
3444,787030.7833333334
3445,1632050.0
3446,660121.22
3447,1268547.97
3448,441987.4199999999
3449,2089000.0
3450,333715.3333333333
3451,596579.98
3452,553719.18
3453,2388033.22
3454,1719540.47
3455,319655.0
3456,377010.8333333334
3457,572213.1
3458,253450.5
3459,1347350.0
3460,1100575.0
3461,297330.84
3462,929751.38
3463,475786.5066045067
3464,2894858.332222223
3465,2505017.08
3466,491695.0
3467,1920560.07
3468,699315.0
3469,137445.0
3470,1753645.56
3471,863225.49
3472,755978.8850630765
3473,414679.5
3474,1036360.0
3475,259521.26430086582
3476,898106.08
3477,1158000.0
3478,845699.03
3479,444026.65
3480,1581770.0
3481,254009.37446888126
3482,499576.81
3483,1146494.607142857
3484,415612.79
3485,417395.0
3486,2376348.34
3487,401283.492063492
3488,771513.2466666666
3489,629999.08
3490,354710.47619047627
3491,696124.24
3492,1066955.0
3493,266596.8333333333
3494,409034.28571428574
3495,494719.99
3496,287373.50903730193
3497,351202.86
3498,857406.6666666665
3499,849115.1866666665
3500,220719.91825396832
3501,488900.482060606
3502,778497.4453333335
3503,584960.7416575406
3504,1108378.01
3505,379534.78666666674
3506,327416.19047619053
3507,210863.4722222222
3508,925941.13
3509,560350.78
3510,599599.8926459097
3511,1249444.66
3512,672804.7222222222
3513,974786.0
3514,341387.9239285715
3515,997413.7
3516,970513.33
3517,225764.02
3518,217807.2
3519,1224316.5432900437
3520,509779.17604617594
3521,631065.86
3522,936754.6666666664
3523,1211173.2
3524,424677.15312271065
3525,309196.1533333334
3526,1684650.3001472973
3527,2288199.37
3528,510623.3
3529,605353.9563095238
3530,293524.77800057345
3531,1302549.79
3532,478143.42
3533,1010428.4033333334
3534,584374.75
3535,760543.12
3536,487621.04299999995
3537,194629.83438666895
3538,769850.0
3539,474200.0
3540,721560.0
3541,407194.315
3542,3611460.0
3543,499034.4609608951
3544,1014157.8833333334
3545,365384.84
3546,588993.8
3547,1179790.97
3548,1675573.5857142857
3549,271805.3414914589
3550,2141745.49
3551,765742.97
3552,1843218.92
3553,1240850.0
3554,528048.98
3555,999141.56
3556,3288400.0
3557,1341478.4341971916
3558,824560.0
3559,2463893.643333333
3560,359494.87
3561,403379.6150793651
3562,380588.7
3563,3445757.97
3564,2421428.64
3565,650275.12
3566,1699457.18
3567,545259.34
3568,1589172.23
3569,234509.54889337922
3570,552275.76
3571,241239.83646334213
3572,2950020.27
3573,1344614.0
3574,518633.0
3575,584639.9733333334
3576,275840.0
3577,689500.2
3578,499632.2777777778
3579,798458.8866666666
3580,495929.9266666667
3581,628950.0
3582,468443.16
3583,2104331.0
3584,278478.3571428571
3585,196153.03176334777
3586,569120.0
3587,765202.8
3588,1579967.37
3589,844544.1
3590,552663.0
3591,330146.03
3592,284817.7957142857
3593,424264.51
3594,1606350.55
3595,1399954.84
3596,599989.56
3597,564038.79
3598,930609.7625
3599,324901.54200839193
3600,1326729.9498418253
3601,327550.0
3602,1056237.98
3603,755764.91
3604,1056262.51
3605,490550.261904762
3606,520723.0146666667
3607,1619696.7792857143
3608,2142012.43
3609,1904779.9833333334
3610,514904.34
3611,398340.0
3612,1164593.99
3613,946382.18
3614,252882.85999999996
3615,830310.58
3616,682519.92
3617,329632.5
3618,148199.94047619047
3619,475261.0966666666
3620,1879050.0
3621,533311.85
3622,257114.44543196302
3623,1598600.0
3624,605212.99
3625,1831263.95
3626,318531.15044644946
3627,635357.5
3628,605330.0
3629,453601.2
3630,887047.5
3631,2103044.09
3632,414882.5974858475
3633,688130.0
3634,508095.5714285714
3635,665262.84
3636,1218368.3952380952
3637,1892891.5
3638,283429.19373015873
3639,947859.89
3640,2080695.24
3641,1094922.85
3642,427589.48073214275
3643,265396.9467525252
3644,145711.04617604613
3645,351097.6
3646,191073.03899111517
3647,525916.3333333333
3648,1161791.01
3649,194754.94494394495
3650,942495.0
3651,510271.94
3652,427589.48073214275
3653,2794737.73
3654,623198.0
3655,435083.54
3656,1209255.8333333335
3657,1168679.0233333334
3658,285555.27304449084
3659,1150610.0
3660,393976.66666666674
3661,1063940.5566666666
3662,712475.0
3663,1194889.48
3664,332328.56
3665,1434381.67
3666,2911399.06
3667,655294.02
3668,533659.84
3669,1449005.8866666665
3670,520028.12
3671,1065678.4
3672,480635.38
3673,696149.94
3674,756010.9688367188
3675,760795.0
3676,724667.91
3677,3906418.3891071426
3678,588513.7121212122
3679,644749.99
3680,854727.0145195079
3681,229282.25441364202
3682,1073950.0
3683,552334.2
3684,582067.8828968253
3685,657221.73
3686,1149685.56
3687,231469.0187590187
3688,2637394.533333333
3689,1094173.31
3690,1068005.64
3691,1709335.0
3692,303022.2444444444
3693,795691.75
3694,1308931.401024115
3695,696041.9
3696,1352744.0
3697,450950.0
3698,1264615.7142857146
3699,160940.0
3700,604683.84
3701,231713.35098574456
3702,885345.0978109223
3703,682839.0003333333
3704,941125.39
3705,988121.8436666667
3706,836874.33
3707,1158402.04
3708,591707.2233333334
3709,1396815.5
3710,1375076.15
3711,362682.71516666666
3712,2479640.266666667
3713,1286280.0
3714,420424.66333333333
3715,180889.60187359943
3716,742735.0508333333
3717,1543355.1190476192
3718,584960.7416575406
3719,505088.26212987007
3720,482902.45882621274
3721,916595.29
3722,262416.1767479339
3723,500200.88666666666
3724,176386.29587914865
3725,509779.17604617594
3726,894241.93
3727,1167553.4216017313
3728,453411.0
3729,430170.14666666667
3730,1320603.18
3731,913027.03
3732,1458924.0
3733,2008138.05
3734,1414220.0
3735,542853.35
3736,2718574.75
3737,479134.38
3738,821785.0
3739,1684650.3001472973
3740,1144599.3889126983
3741,257205.19606579308
3742,685572.31
3743,1716894.88
3744,436383.1
3745,391051.0
3746,1066921.91
3747,1065879.77
3748,1663939.0
3749,328313.16
3750,187543.35904761907
3751,389783.04
3752,1106110.49
3753,3189162.5878571426
3754,142354.7308802309
3755,727832.5
3756,473520.79
3757,1095888.92
3758,351841.2016594516
3759,641495.0
3760,604506.0
3761,2420360.0
3762,628081.2
3763,558170.1
3764,586916.5
3765,1018342.2133333333
3766,1684472.5702020205
3767,502844.55
3768,522295.34
3769,196167.27976190473
3770,606853.0119047618
3771,231407.9345815296
3772,972029.56
3773,534505.34
3774,666568.67
3775,970712.58
3776,722700.0
3777,431793.75
3778,1754264.3690476187
3779,399848.58
3780,334496.58
3781,897390.0
3782,910314.6734999999
3783,593542.67
3784,1662963.02
3785,890526.35
3786,548588.02
3787,587784.66
3788,753105.21
3789,1684472.5702020205
3790,587903.7538536243
3791,498608.4880952382
3792,2165274.0
3793,747550.6549450549
3794,1014532.25
3795,862368.305
3796,376969.9
3797,394740.65
3798,962110.1333333333
3799,233820.44898157395
3800,204591.7222222222
3801,653734.86
3802,245018.04
3803,414315.95
3804,357103.1753333333
3805,1249250.0
3806,527640.9228571428
3807,402890.0
3808,1989649.45
3809,516452.5
3810,886895.95
3811,1447543.1666666665
3812,124046.2
3813,1792171.8
3814,575104.537202381
3815,182952.4668278388
3816,2066840.79
3817,420328.85
3818,649243.51
3819,437779.13
3820,429570.7723809523
3821,628608.8706099452
3822,687154.38
3823,318228.69047619036
3824,1752920.498948412
3825,1874620.07
3826,330138.36
3827,531240.0
3828,200850.55555555556
3829,492179.76
3830,922561.61
3831,2345524.8
3832,196180.69207834656
3833,135746.72619047618
3834,656762.765
3835,158254.04960317462
3836,902225.03
3837,629414.4533333333
3838,994057.4
3839,808305.4086666667
3840,2258887.5
3841,931782.0
3842,713873.72
3843,1060330.26
3844,441364.98
3845,390681.75
3846,644666.562118437
3847,1078891.6463739434
3848,688037.2166666666
3849,796364.95
3850,856099.75
3851,520272.98
3852,704119.8245781997
3853,1035977.4
3854,247990.10723012802
3855,1053084.8666666665
3856,1000509.33
3857,231376.60456110194
3858,377263.3733333333
3859,1130937.275
3860,1228946.63
3861,1242209.3
3862,1231366.46
3863,568874.48
3864,541107.38
3865,1299756.5
3866,207232.45891774888
3867,1512381.3888888888
3868,988050.0
3869,357370.44
3870,490660.0
3871,209650.66666666663
3872,617801.57
3873,514631.24000000005
3874,579776.545
3875,1416971.9333333333
3876,947260.5133333334
3877,199992.42885714292
3878,572042.0
3879,915373.58
3880,915019.51
3881,271458.6166666667
3882,1153040.714285714
3883,1090872.2286553315
3884,361944.6566666666
3885,2003070.0
3886,2345606.0
3887,523117.19
3888,463170.0
3889,625593.42
3890,2044288.94
3891,643482.978452381
3892,368823.5
3893,991695.0
3894,2163263.73
3895,509755.66666666674
3896,345054.0
3897,501044.89539241744
3898,2374400.0
3899,983558.95
3900,594795.44
3901,495684.0933333334
3902,1986186.92
3903,347422.39502164506
3904,632484.82
3905,735580.0
3906,915346.6
3907,657737.85
3908,519747.16666666674
3909,775072.095238095
3910,1109465.46
3911,765361.4285714285
3912,1158520.0
3913,406033.10119047627
3914,685547.85
3915,729237.4216666667
3916,280257.14137698413
3917,1005393.53
3918,541710.52
3919,359410.0
3920,1016185.47
3921,469626.07
3922,628835.12
3923,668628.0
3924,403523.5615079365
3925,831076.82
3926,339247.49020424025
3927,532374.3795238095
3928,322507.46
3929,853676.67
3930,744157.6712523586
3931,528436.55
3932,517761.68
3933,958279.83
3934,973219.66
3935,1377177.37
3936,572527.21
3937,1515916.5317460322
3938,2538343.25
3939,1094396.45
3940,2013800.0
3941,527760.599047619
3942,1592367.22
3943,924938.5311147186
3944,898321.88
3945,600074.0
3946,453392.42
3947,135891.00210084033
3948,796852.0476190476
3949,163844.29523809522
3950,1551800.0
3951,823733.1547619047
3952,409591.79
3953,439155.76
3954,238015.53666666665
3955,390846.667027417
3956,762038.5515873019
3957,651892.2343767344
3958,352761.05
3959,1013290.04
3960,539922.42
3961,928039.0892683986
3962,580557.2166666667
3963,1164521.1034637792
3964,694073.07
3965,1036363.3214285714
3966,860945.52
3967,794830.77
3968,452837.9166666668
3969,137121.74095238093
3970,2039370.6857142856
3971,1673095.0
3972,725200.0
3973,771160.8969998929
3974,527412.2
3975,496035.0119047619
3976,498146.16666666674
3977,2390904.68
3978,969618.73
3979,701475.52
3980,363354.888
3981,858850.35
3982,480476.80100000004
3983,530730.0066666667
3984,800420.0
3985,1456375.886964286
3986,1136125.37
3987,519747.16666666674
3988,604134.55
3989,483484.89
3990,1064361.12
3991,360490.3333333334
3992,1088136.595
3993,871620.0
3994,180297.68885281385
3995,646272.76
3996,574406.89
3997,867050.8952158951
3998,493678.0
3999,1162149.98
4000,1026964.76
4001,687470.0
4002,887749.59
4003,1956655.0
4004,391627.133
4005,1487864.4
4006,405211.0
4007,125350.0
4008,612249.9333333332
4009,378595.91
4010,1157820.726190476
4011,1141583.17
4012,369317.3856421357
4013,899883.8288095237
4014,613495.3070777401
4015,1167553.4216017313
4016,1080843.0
4017,1035355.51
4018,834690.96
4019,1230727.54
4020,750857.7484015817
4021,754217.0
4022,570660.2579365079
4023,457026.5070160109
4024,628608.8706099452
4025,1592867.75
4026,1334585.86
4027,642371.56
4028,1555617.44
4029,877401.78
4030,267813.1666666666
4031,735212.683982684
4032,147118.0
4033,249162.205
4034,623454.9833333333
4035,406774.136
4036,548876.46
4037,612065.0
4038,482703.10444385884
4039,909837.7
4040,1273668.26
4041,1219420.0
4042,1320380.0
4043,1837311.2
4044,1110759.7033333334
4045,1246058.11
4046,383530.0
4047,3545945.9807142853
4048,864616.66
4049,476216.42
4050,1112713.64
4051,942939.81
4052,266115.2142857143
4053,207819.89001587298
4054,1858114.06
4055,332235.04509379517
4056,434469.65
4057,1173377.48
4058,1336704.92
4059,171374.98
4060,352573.1582469817
4061,591962.0238095239
4062,587830.0
4063,867186.94
4064,280848.6098492064
4065,931939.01
4066,345114.5
4067,2625547.7350641023
4068,514322.52
4069,1359393.88
4070,2006189.3665
4071,243535.17619047617
4072,389399.6727994228
4073,623485.52
4074,407688.71
4075,576732.9
4076,336743.4333333333
4077,698905.5657575758
4078,584374.75
4079,952813.3213235295
4080,171283.97811758265
4081,587471.02
4082,1894225.0
4083,872372.2158436072
4084,1622255.9
4085,366860.0
4086,1883954.05
4087,645451.96
4088,348480.79
4089,829152.0
4090,809710.0
4091,712549.1004717505
4092,365182.5758573743
4093,2516710.81
4094,835631.85
4095,544477.64
4096,2127538.466666667
4097,641174.6874692693
4098,775858.66
4099,597683.66
4100,790118.97
4101,318509.23333333334
4102,770807.7051428572
4103,267027.63299145293
4104,2111188.52
4105,2052034.16
4106,744417.76
4107,639850.0
4108,1755612.2
4109,586864.0
4110,3771343.32
4111,1343630.0
4112,255377.78406593416
4113,830505.0
4114,2051860.0
4115,171031.90836940837
4116,987566.45
4117,1409097.02
4118,465452.04
4119,823733.1547619047
4120,1278541.5
4121,869152.5
4122,575823.6
4123,1197144.38
4124,533558.0035
4125,550636.8045946459
4126,486889.31
4127,830870.6
4128,808383.1329750484
4129,1102840.59
4130,775591.4665000001
4131,642421.62
4132,564630.3755952382
4133,1451352.55
4134,199865.8333333334
4135,592170.0
4136,623418.8028420504
4137,1167553.4216017313
4138,1141130.0
4139,1647415.93
4140,281367.215
4141,1273979.04
4142,881590.39
4143,2536173.24
4144,1307490.3917748919
4145,589752.5
4146,435164.05904761906
4147,1494907.59
4148,399119.88
4149,2732212.6
4150,1191858.1
4151,1013379.26
4152,2573326.6
4153,397644.54
4154,589446.2
4155,693575.0
4156,2148272.37
4157,545763.58
4158,584960.7416575406
4159,752471.0
4160,294532.84
4161,914790.62
4162,461596.95
4163,801445.0
4164,540790.86
4165,1892789.19
